numeric1,numeric2,numeric3,numeric4,numeric5,numeric6,numeric7,numeric8,numeric9,numeric10,numeric11,numeric12,numeric13,numeric14,numeric15,numeric16,numeric17,numeric18,numeric19,numeric20,class
0.621453,0.063577,0.427257,0.540622,0.472953,0.960169,0.751863,0.680688,0.937225,0.425568,0.719257,0.98077,0.506125,0.638267,0.361194,0.80979,0.016685,0.239769,0.484797,0.917584,0 
0.514465,0.593014,0.326413,0.404223,0.440206,0.656609,0.30205,0.068765,0.976618,0.606834,0.60381,0.342158,0.193876,0.024001,0.77162,0.396762,0.840413,0.800531,0.655711,0.56884,1 
0.239866,0.925197,0.377636,0.930628,0.775511,0.951322,0.996307,0.704979,0.870314,0.266247,0.590367,0.228322,0.203709,0.245248,0.379372,0.336593,0.145487,0.995125,0.32363,0.373984,1 
0.03267,0.671012,0.36618,0.505845,0.967027,0.284535,0.110279,0.654707,0.268868,0.512258,0.261889,0.172395,0.587038,0.260427,0.609054,0.311358,0.935518,0.645341,0.658673,0.664808,0 
0.60381,0.608267,0.30607,0.007952,0.971291,0.5996,0.07389,0.391538,0.744965,0.639082,0.52423,0.914136,0.035576,0.58718,0.421558,0.331033,0.988781,0.647313,0.103837,0.545291,1 
0.396082,0.959429,0.305427,0.070482,0.824515,0.642509,0.367698,0.754806,0.324553,0.796894,0.371932,0.412737,0.702467,0.786893,0.233988,0.523036,0.676391,0.589966,0.211293,0.820941,1 
0.974591,0.120831,0.590166,0.437486,0.579949,0.21718,0.545059,0.220405,0.876427,0.408235,0.291215,0.008746,0.411293,0.678228,0.688371,0.927239,0.351134,0.18393,0.395496,0.216721,1 
0.480203,0.288691,0.525225,0.723298,0.766402,0.335018,0.50149,0.931667,0.103196,0.293541,0.485016,0.346951,0.825039,0.798275,0.298714,0.104579,0.989363,0.106435,0.258644,0.919223,1 
0.219992,0.205595,0.696093,0.871463,0.114781,0.631831,0.242469,0.074824,0.834606,0.55954,0.14106,0.966011,0.511298,0.376963,0.948382,0.817607,0.538878,0.270996,0.992678,0.085223,1 
0.645471,0.310701,0.868297,0.369985,0.882517,0.140997,0.062058,0.102501,0.313426,0.676332,0.531316,0.535834,0.235559,0.118716,0.683357,0.272748,0.227436,0.215287,0.741873,0.34642,1 
0.177345,0.91769,0.928631,0.824,0.719989,0.508851,0.237125,0.008872,0.184628,0.822278,0.829833,0.580127,0.241127,0.39489,0.251876,0.426743,0.919596,0.266398,0.721233,0.509133,1 
0.574847,0.666609,0.729312,0.812181,0.668586,0.016583,0.065544,0.341583,0.950334,0.5104,0.165832,0.159244,0.732283,0.041365,0.377025,0.653692,0.473812,0.389784,0.328256,0.597898,1 
0.81817,0.39904,0.104858,0.059607,0.556793,0.332494,0.331684,0.898213,0.736026,0.725827,0.590072,0.407411,0.266508,0.827732,0.8163,0.644308,0.947231,0.156474,0.459286,0.123377,0 
0.774302,0.790616,0.211389,0.847556,0.768691,0.759311,0.068578,0.09902,0.327763,0.300862,0.32486,0.018595,0.28213,0.81782,0.860728,0.765449,0.422387,0.072736,0.746547,0.967678,1 
0.249555,0.540716,0.749149,0.249582,0.098535,0.863283,0.803576,0.852871,0.585669,0.032595,0.891758,0.756734,0.539489,0.275899,0.056071,0.245663,0.188003,0.607175,0.46809,0.574111,1 
0.396366,0.666242,0.571491,0.23349,0.17556,0.775151,0.322929,0.339757,0.515686,0.107546,0.465873,0.828723,0.836755,0.488707,0.589729,0.471466,0.995368,0.622338,0.450257,0.203643,0 
0.837413,0.474712,0.657121,0.900199,0.744941,0.13762,0.370592,0.520933,0.48963,0.738633,0.091775,0.502539,0.975743,0.870518,0.979377,0.37923,0.132264,0.57119,0.380908,0.876713,1 
0.296893,0.101453,0.42735,0.143247,0.923835,0.639793,0.607708,0.356709,0.342829,0.541854,0.213477,0.678021,0.598632,0.996783,0.422968,0.409027,0.108166,0.753437,0.581542,0.256796,1 
0.986787,0.086525,0.9262,0.806587,0.415684,0.326103,0.601609,0.662091,0.34911,0.083355,0.319516,0.22433,0.193214,0.771466,0.424647,0.749467,0.827468,0.142444,0.447562,0.151041,1 
0.485195,0.339048,0.448583,0.993539,0.561478,0.395593,0.586771,0.261932,0.374704,0.212177,0.384086,0.785758,0.272308,0.773986,0.097233,0.6465,0.241721,0.790616,0.458337,0.503488,0 
0.364358,0.989953,0.800455,0.536214,0.033421,0.016953,0.245098,0.619925,0.845605,0.259745,0.19629,0.42654,0.472268,0.953784,0.859329,0.37437,0.617396,0.599382,0.882323,0.737851,1 
0.377704,0.068722,0.504657,0.772402,0.934469,0.775582,0.788992,0.409749,0.527194,0.934261,0.611969,0.935482,0.085975,0.243819,0.093722,0.073322,0.732426,0.299528,0.05741,0.069502,1 
0.598302,0.655524,0.92736,0.695881,0.056445,0.740953,0.198073,0.571836,0.510456,0.766484,0.236186,0.842698,0.347487,0.348888,0.713655,0.046403,0.522808,0.828439,0.412783,0.950281,1 
0.515322,0.15721,0.492361,0.246284,0.069959,0.795943,0.559055,0.255715,0.225854,0.272931,0.049347,0.213417,0.618534,0.93049,0.494657,0.2766,0.939785,0.912855,0.21597,0.134918,0 
0.740664,0.633956,0.874135,0.986123,0.47112,0.804312,0.088136,0.685532,0.763944,0.593378,0.026053,0.077784,0.491277,0.656989,0.472016,0.875768,0.048656,0.569107,0.377378,0.964321,0 
0.654606,0.662913,0.315433,0.675243,0.193021,0.40836,0.576422,0.405351,0.271087,0.231585,0.863171,0.930761,0.717287,0.116212,0.677604,0.908271,0.701985,0.417328,0.524513,0.348662,1 
0.027401,0.066048,0.001327,0.296942,0.904248,0.745858,0.69128,0.560977,0.709082,0.681515,0.532246,0.092691,0.799438,0.397118,0.994644,0.544909,0.453043,0.171996,0.969205,0.602161,0 
0.392953,0.951414,0.739012,0.915181,0.162171,0.153655,0.790131,0.856537,0.819349,0.15586,0.50125,0.858781,0.041423,0.238059,0.945162,0.79669,0.739518,0.418192,0.133533,0.731631,1 
0.721246,0.920427,0.041291,0.348756,0.765523,0.984965,0.658104,0.58671,0.715265,0.349538,0.131804,0.28469,0.838861,0.01117,0.792218,0.153176,0.763063,0.811312,0.473803,0.012328,1 
0.737937,0.978294,0.091555,0.035995,0.858799,0.008111,0.867087,0.689478,0.140529,0.167869,0.950389,0.155631,0.016464,0.465794,0.437666,0.306585,0.917028,0.147532,0.946781,0.697317,1 
0.072553,0.650534,0.979213,0.63249,0.580236,0.476625,0.27109,0.089433,0.076932,0.627461,0.215703,0.167816,0.0675,0.088369,0.226078,0.780538,0.072678,0.343133,0.598548,0.500523,1 
0.280955,0.05565,0.036888,0.834575,0.315684,0.863884,0.501495,0.708145,0.061679,0.697438,0.45918,0.61378,0.234798,0.152074,0.926569,0.701259,0.52352,0.232873,0.923706,0.068833,1 
0.683287,0.212273,0.084351,0.6527,0.922384,0.440055,0.205605,0.405781,0.282397,0.689412,0.461856,0.907069,0.486773,0.026561,0.856693,0.149258,0.907807,0.250924,0.241309,0.015055,0 
0.885338,0.668726,0.889041,0.871539,0.619735,0.334924,0.183095,0.787101,0.25724,0.926719,0.448114,0.106962,0.587497,0.096438,0.336157,0.51096,0.981104,0.49244,0.463754,0.221235,1 
0.809294,0.633725,0.189131,0.727647,0.608331,0.477276,0.517285,0.255182,0.678003,0.826726,0.125501,0.210346,0.636564,0.696746,0.413033,0.012433,0.693761,0.369658,0.296043,0.040787,1 
0.049083,0.159053,0.192527,0.910619,0.874115,0.829797,0.271856,0.927618,0.795912,0.214607,0.579668,0.365567,0.662532,0.814474,0.091248,0.161328,0.64242,0.073503,0.095158,0.728067,0 
0.386036,0.578321,0.563766,0.850222,0.061193,0.648037,0.328451,0.042705,0.56276,0.652789,0.944645,0.332006,0.092961,0.927243,0.105518,0.148319,0.610195,0.329981,0.342963,0.905496,1 
0.352366,0.340522,0.540715,0.889598,0.75492,0.08282,0.476781,0.276986,0.604342,0.817362,0.211016,0.459355,0.194581,0.253596,0.638548,0.36581,0.5869,0.500213,0.940906,0.141009,1 
0.812919,0.592906,0.984055,0.363629,0.006085,0.31751,0.936218,0.970809,0.998613,0.481038,0.508213,0.19197,0.878903,0.873914,0.255179,0.08932,0.368728,0.913811,0.320949,0.752552,1 
0.649985,0.364771,0.854964,0.80172,0.447544,0.58492,0.086485,0.614925,0.757777,0.471841,0.702029,0.616423,0.601551,0.646803,0.739294,0.035962,0.576036,0.447314,0.684509,0.781567,1 
0.781388,0.982069,0.840008,0.455732,0.906409,0.843161,0.314956,0.088896,0.871516,0.067519,0.184562,0.864274,0.447887,0.592828,0.461708,0.964575,0.698387,0.762783,0.529852,0.683824,1 
0.918896,0.402326,0.597158,0.116451,0.997913,0.605612,0.549195,0.061008,0.75783,0.657737,0.301219,0.257315,0.893002,0.445861,0.38086,0.713544,0.577789,0.306169,0.008252,0.673674,1 
0.681946,0.500173,0.382964,0.725973,0.801313,0.417194,0.235748,0.659578,0.988443,0.159425,0.958012,0.938966,0.150884,0.381796,0.783037,0.085035,0.57403,0.13094,0.560353,0.826723,1 
0.920994,0.955863,0.638319,0.618529,0.36372,0.747515,0.24984,0.007,0.207534,0.605255,0.582276,0.373191,0.485608,0.525287,0.404983,0.778303,0.520319,0.859474,0.726575,0.996145,0 
0.375238,0.30247,0.458856,0.328769,0.454494,0.630981,0.475514,0.47056,0.24551,0.540995,0.771062,0.511271,0.346634,0.707166,0.649116,0.149938,0.47291,0.623087,0.999021,0.32928,1 
0.091298,0.872032,0.755934,0.794182,0.700836,0.2248,0.58187,0.528006,0.543827,0.364605,0.653863,0.626952,0.710813,0.098561,0.200248,0.935366,0.18517,0.631098,0.087231,0.683862,1 
0.362371,0.846727,0.325268,0.447289,0.974505,0.577888,0.838452,0.971042,0.152366,0.518212,0.219925,0.801911,0.565461,0.782294,0.482528,0.203589,0.194533,0.110202,0.006249,0.537174,1 
0.311694,0.36823,0.982667,0.143445,0.670043,0.306987,0.661477,0.776365,0.737622,0.503735,0.61532,0.80624,0.049853,0.037951,0.056511,0.736136,0.400082,0.727424,0.962896,0.056614,1 
0.639622,0.686745,0.399964,0.101523,0.316705,0.560892,0.962449,0.361566,0.247986,0.033672,0.701063,0.662501,0.386781,0.114091,0.24862,0.72135,0.028956,0.263323,0.114695,0.856607,1 
0.480396,0.640729,0.279105,0.047457,0.799247,0.619491,0.281869,0.112158,0.12163,0.250705,0.980939,0.507207,0.381282,0.539387,0.028891,0.136607,0.941582,0.236622,0.905872,0.604489,0 
0.77269,0.349206,0.038514,0.544548,0.327024,0.721404,0.133122,0.016178,0.193057,0.853057,0.356364,0.469922,0.940443,0.584055,0.407788,0.453753,0.308709,0.397302,0.845907,0.056941,1 
0.037274,0.87058,0.253193,0.069666,0.18633,0.242322,0.955241,0.974271,0.756084,0.147107,0.045453,0.177965,0.77617,0.323755,0.409013,0.346992,0.807504,0.502246,0.288544,0.308733,1 
0.975642,0.735227,0.688706,0.750888,0.237689,0.155705,0.578151,0.865853,0.574083,0.514611,0.414618,0.163573,0.192071,0.880197,0.992583,0.907633,0.629457,0.565848,0.992781,0.017002,1 
0.855213,0.693677,0.899022,0.819835,0.077794,0.798354,0.140123,0.745894,0.992521,0.528935,0.413413,0.900622,0.626126,0.816049,0.151141,0.476591,0.769605,0.837571,0.002248,0.126969,1 
0.22972,0.738046,0.019372,0.750898,0.775077,0.335391,0.964542,0.622056,0.704381,0.983012,0.776949,0.429422,0.422554,0.346259,0.782281,0.593188,0.274603,0.099256,0.665507,0.168947,0 
0.157657,0.451416,0.577619,0.759761,0.108359,0.972556,0.001737,0.118376,0.14578,0.401328,0.165101,0.540815,0.139302,0.993767,0.85086,0.727776,0.366421,0.497063,0.43721,0.521695,1 
0.727162,0.018238,0.871304,0.815043,0.289842,0.898249,0.071498,0.969363,0.957121,0.199065,0.94387,0.28474,0.561853,0.564641,0.7976,0.415882,0.628945,0.026226,0.448656,0.143613,1 
0.372489,0.78832,0.712396,0.57961,0.236657,0.153606,0.303038,0.707339,0.434372,0.523561,0.381625,0.143632,0.489531,0.845966,0.123971,0.14303,0.746534,0.971404,0.716201,0.160961,1 
0.175186,0.12787,0.127906,0.742016,0.569476,0.125952,0.861542,0.106042,0.415566,0.966617,0.631597,0.567449,0.287264,0.239437,0.588179,0.842088,0.616581,0.071191,0.267075,0.371252,1 
0.082414,0.413068,0.921922,0.023777,0.6622,0.13928,0.274083,0.924953,0.599379,0.770721,0.001875,0.704852,0.15376,0.634374,0.483244,0.158925,0.022391,0.922468,0.404577,0.170133,0 
0.745299,0.424998,0.85324,0.754569,0.243463,0.675002,0.422549,0.261505,0.875662,0.868085,0.675294,0.083967,0.046309,0.195982,0.035525,0.717379,0.448191,0.168543,0.808231,0.64155,1 
0.481988,0.089321,0.562657,0.29518,0.258758,0.097031,0.557391,0.362287,0.86203,0.08846,0.233973,0.696386,0.222939,0.397984,0.060695,0.470952,0.044844,0.324654,0.169354,0.563649,1 
0.703095,0.469915,0.295124,0.756985,0.941176,0.377297,0.503344,0.069529,0.486152,0.15003,0.066904,0.419482,0.414406,0.56333,0.644032,0.866375,0.212863,0.685177,0.598679,0.876846,1 
0.001461,0.172743,0.904329,0.41688,0.309319,0.221167,0.576946,0.185631,0.13013,0.607228,0.993889,0.974842,0.721506,0.392509,0.773038,0.963109,0.758553,0.62899,0.109971,0.735671,1 
0.00368,0.844561,0.600941,0.958091,0.612679,0.176762,0.615527,0.926159,0.561348,0.770161,0.225212,0.664529,0.447462,0.45605,0.542778,0.853051,0.099627,0.792752,0.082294,0.622447,1 
0.007583,0.26064,0.410586,0.179955,0.57777,0.778023,0.928504,0.300706,0.613473,0.7324,0.093875,0.95211,0.220637,0.406129,0.777969,0.706158,0.548428,0.016406,0.733405,0.138551,0 
0.387896,0.586484,0.343806,0.113707,0.67259,0.518421,0.924174,0.711198,0.351731,0.047184,0.845806,0.561811,0.939575,0.721768,0.670716,0.530411,0.283833,0.681081,0.297926,0.007962,1 
0.741533,0.770612,0.847594,0.556517,0.002473,0.480542,0.638855,0.288663,0.258416,0.276702,0.153366,0.156879,0.280421,0.142923,0.318941,0.278447,0.237248,0.056585,0.796291,0.527995,1 
0.764495,0.678786,0.206757,0.89246,0.877155,0.756338,0.400078,0.502194,0.807532,0.6049,0.928593,0.827141,0.745962,0.570843,0.867937,0.258442,0.76355,0.554047,0.004145,0.183539,1 
0.904122,0.51463,0.193234,0.706787,0.546887,0.38367,0.391701,0.367774,0.66176,0.951339,0.455018,0.565991,0.506103,0.11539,0.306079,0.913212,0.644621,0.338804,0.486698,0.403859,1 
0.913414,0.28743,0.422621,0.118844,0.094696,0.396818,0.956172,0.159815,0.620453,0.551969,0.830515,0.648431,0.581307,0.154589,0.845661,0.919241,0.68113,0.599465,0.348722,0.484928,1 
0.548439,0.584935,0.569553,0.959126,0.992378,0.741971,0.067802,0.88473,0.374092,0.782231,0.218525,0.334536,0.253559,0.737482,0.230903,0.226264,0.867443,0.89116,0.668227,0.52546,1 
0.79532,0.68734,0.817212,0.897457,0.379588,0.243282,0.540815,0.913539,0.078677,0.088724,0.441137,0.616621,0.953657,0.40846,0.257602,0.108234,0.9151,0.374277,0.430502,0.831276,1 
0.190075,0.118178,0.671122,0.391941,0.708396,0.520863,0.197048,0.089446,0.752757,0.267768,0.014883,0.803598,0.269158,0.559531,0.262503,0.527961,0.692006,0.454595,0.159079,0.630315,0 
0.002567,0.068677,0.553519,0.872295,0.009917,0.759222,0.410568,0.326553,0.520331,0.982463,0.828746,0.592467,0.144038,0.726583,0.345366,0.130381,0.977528,0.296508,0.35133,0.109544,1 
0.295106,0.754202,0.411967,0.89636,0.68516,0.502892,0.170116,0.197276,0.774598,0.344486,0.293748,0.914553,0.799171,0.836498,0.62283,0.973381,0.79792,0.928129,0.268754,0.735229,1 
0.136729,0.664726,0.924537,0.125036,0.398979,0.215643,0.055141,0.268766,0.420549,0.602612,0.954635,0.26308,0.391943,0.284065,0.880553,0.680289,0.502033,0.185375,0.605689,0.549474,0 
0.555965,0.855864,0.763718,0.848588,0.364012,0.180437,0.307365,0.992555,0.46864,0.477075,0.246551,0.408832,0.953876,0.870936,0.588759,0.05459,0.663995,0.551697,0.065033,0.648611,1 
0.147867,0.892766,0.792403,0.466198,0.04078,0.439386,0.497151,0.776851,0.397311,0.457174,0.303216,0.392134,0.696846,0.073469,0.376188,0.33512,0.857585,0.040957,0.905695,0.342996,1 
0.615391,0.806319,0.00764,0.770853,0.050593,0.876268,0.132624,0.477366,0.878857,0.439111,0.478026,0.442049,0.361522,0.822085,0.718574,0.188928,0.336251,0.643004,0.093907,0.572945,1 
0.92068,0.449354,0.521486,0.123092,0.899683,0.228763,0.939354,0.930216,0.671181,0.421861,0.525616,0.017647,0.895899,0.971874,0.79018,0.23922,0.673259,0.504836,0.789115,0.011988,0 
0.148576,0.95016,0.873199,0.609836,0.946005,0.783345,0.449534,0.319439,0.717188,0.600948,0.208796,0.491406,0.397297,0.922487,0.150537,0.407201,0.468198,0.954804,0.525098,0.926323,1 
0.6427,0.551431,0.503092,0.078467,0.904368,0.752883,0.98201,0.121805,0.764137,0.103326,0.444431,0.101229,0.927973,0.404909,0.193416,0.609362,0.309085,0.693116,0.608061,0.278297,1 
0.463691,0.994822,0.28582,0.511514,0.081109,0.865281,0.068094,0.103089,0.116957,0.791134,0.981694,0.685273,0.52248,0.293555,0.071199,0.395696,0.293558,0.969007,0.945841,0.761925,0 
0.739689,0.764628,0.619437,0.563763,0.456253,0.501096,0.88303,0.352652,0.472622,0.027889,0.017268,0.382726,0.444194,0.424188,0.125197,0.939506,0.558175,0.343216,0.746018,0.43992,0 
0.030944,0.938661,0.696493,0.22129,0.68911,0.808863,0.279075,0.637105,0.14685,0.047803,0.094452,0.93386,0.518902,0.801469,0.701102,0.395929,0.441572,0.694018,0.275568,0.414381,0 
0.413388,0.110216,0.244551,0.460862,0.112541,0.598947,0.583564,0.429078,0.399986,0.597174,0.106751,0.444145,0.175131,0.26454,0.608626,0.034002,0.115253,0.465861,0.16086,0.507261,1 
0.600315,0.842113,0.215884,0.488353,0.8016,0.470047,0.423951,0.823483,0.995608,0.826413,0.231435,0.48988,0.653895,0.644839,0.395533,0.716015,0.755052,0.781724,0.524169,0.251897,1 
0.066783,0.392077,0.629762,0.616266,0.854045,0.557059,0.471694,0.191443,0.58347,0.002061,0.154645,0.23678,0.71479,0.697441,0.048639,0.248121,0.596773,0.943661,0.601508,0.603361,1 
0.818134,0.008337,0.025605,0.103141,0.103205,0.504823,0.15801,0.840923,0.987594,0.48025,0.017063,0.818107,0.060881,0.615511,0.707989,0.85759,0.521345,0.030519,0.366468,0.663065,1 
0.152032,0.935114,0.771417,0.321585,0.597943,0.769339,0.106871,0.153361,0.000891,0.536347,0.107737,0.575432,0.631584,0.747055,0.485317,0.564828,0.147756,0.76769,0.095893,0.382011,0 
0.502656,0.389743,0.789302,0.446837,0.329989,0.126369,0.254288,0.64699,0.839385,0.080117,0.463579,0.902745,0.870749,0.223945,0.514,0.512168,0.776347,0.590787,0.755583,0.65726,1 
0.226229,0.176511,0.108497,0.464259,0.865627,0.326919,0.37777,0.180281,0.992183,0.00155,0.193159,0.353649,0.066411,0.585294,0.925137,0.38671,0.920526,0.853476,0.557877,0.467659,0 
0.988789,0.28683,0.036218,0.681791,0.746785,0.179884,0.046008,0.052844,0.817545,0.889582,0.535824,0.371503,0.879183,0.130556,0.542976,0.930857,0.591733,0.439253,0.04782,0.70753,1 
0.250135,0.801236,0.647792,0.10241,0.765794,0.964246,0.816211,0.086347,0.880946,0.144225,0.390779,0.48387,0.228019,0.672299,0.722828,0.171953,0.96048,0.6278,0.610782,0.171009,1 
0.20213,0.655713,0.73988,0.961778,0.488593,0.976522,0.855144,0.874449,0.70775,0.062233,0.305672,0.065296,0.785097,0.574436,0.915729,0.42133,0.505567,0.938582,0.361756,0.71488,1 
0.415055,0.36321,0.364272,0.467737,0.702948,0.203707,0.039803,0.278429,0.331171,0.317232,0.700343,0.816399,0.445803,0.458748,0.236476,0.293286,0.284064,0.827716,0.975198,0.984223,0 
0.372467,0.590772,0.56458,0.291003,0.801212,0.577825,0.004808,0.914161,0.755393,0.377303,0.418785,0.932458,0.285336,0.740858,0.535331,0.975965,0.506427,0.548669,0.144179,0.222871,1 
0.033009,0.583524,0.97433,0.650348,0.471454,0.015217,0.545963,0.826249,0.224283,0.806344,0.551003,0.541095,0.690189,0.216405,0.228539,0.748786,0.184098,0.203198,0.018709,0.609631,1 
0.546903,0.798811,0.502289,0.910751,0.466262,0.472062,0.263073,0.776614,0.987857,0.080107,0.846333,0.376395,0.560784,0.258957,0.428952,0.285046,0.231226,0.005995,0.165522,0.261416,1 
0.275343,0.767145,0.429541,0.46946,0.645307,0.557164,0.329979,0.587496,0.09167,0.513604,0.950904,0.825705,0.720771,0.813298,0.735434,0.603464,0.047623,0.064815,0.315206,0.525857,1 
0.312759,0.13114,0.872674,0.342591,0.945742,0.83388,0.815927,0.772793,0.578587,0.14368,0.144353,0.435572,0.939061,0.271021,0.388353,0.638954,0.286865,0.537472,0.417464,0.44871,1 
0.794961,0.029478,0.728597,0.283836,0.423779,0.815119,0.049753,0.266841,0.387845,0.938841,0.224468,0.694733,0.272345,0.49996,0.378344,0.290525,0.221407,0.867847,0.311435,0.345262,1 
0.390403,0.489984,0.908871,0.467047,0.031298,0.808676,0.116989,0.416211,0.163135,0.518016,0.693387,0.424738,0.768941,0.764773,0.506675,0.473231,0.85589,0.925185,0.635345,0.230172,1 
0.517306,0.274227,0.89508,0.74591,0.343087,0.20472,0.70991,0.537752,0.139402,0.650744,0.435055,0.402756,0.939002,0.023109,0.337904,0.15122,0.710282,0.274242,0.448449,0.466621,1 
0.006184,0.675635,0.401662,0.26663,0.033337,0.513094,0.211648,0.265101,0.267318,0.183336,0.641067,0.916306,0.791661,0.110059,0.459185,0.560439,0.996291,0.488417,0.418057,0.383322,1 
0.135264,0.113928,0.218715,0.753462,0.514251,0.455134,0.087888,0.606033,0.754925,0.688916,0.840632,0.806087,0.666443,0.633201,0.465422,0.842187,0.743456,0.383831,0.335599,0.776925,1 
0.205599,0.990733,0.124729,0.112152,0.795161,0.693053,0.383295,0.114514,0.257659,0.073769,0.520289,0.190787,0.544272,0.991355,0.625639,0.102712,0.295622,0.299393,0.16806,0.167493,0 
0.093146,0.174591,0.107776,0.102783,0.297284,0.339502,0.374712,0.843966,0.031002,0.588291,0.980126,0.486704,0.01266,0.802234,0.253294,0.489191,0.493972,0.076189,0.82474,0.40623,1 
0.51687,0.668105,0.013619,0.721209,0.067262,0.230716,0.219285,0.792242,0.474266,0.187865,0.765654,0.535181,0.580191,0.17749,0.401911,0.228913,0.789582,0.199126,0.324189,0.747286,1 
0.094899,0.47583,0.150288,0.597219,0.57189,0.06878,0.753069,0.373983,0.639498,0.96734,0.238106,0.632338,0.587141,0.718242,0.637269,0.716169,0.486449,0.654567,0.082299,0.789445,1 
0.625078,0.438549,0.321099,0.167762,0.026949,0.941797,0.444295,0.062466,0.456292,0.452342,0.600812,0.018241,0.542109,0.81999,0.298552,0.650293,0.305211,0.429777,0.6099,0.768675,1 
0.421699,0.82791,0.231689,0.615006,0.014805,0.415373,0.88536,0.730775,0.631249,0.871465,0.985457,0.926634,0.328773,0.872853,0.85321,0.928493,0.47828,0.233292,0.006868,0.538979,1 
0.967013,0.804985,0.221541,0.571705,0.978454,0.354624,0.118737,0.391043,0.420147,0.155478,0.019372,0.621509,0.37241,0.221464,0.673933,0.478576,0.638874,0.949945,0.269612,0.216668,1 
0.594095,0.437098,0.806605,0.390296,0.043951,0.882973,0.534387,0.980727,0.741329,0.312983,0.643692,0.953288,0.532566,0.308337,0.821028,0.479338,0.849434,0.560038,0.589959,0.882141,0 
0.406895,0.839369,0.586999,0.347328,0.518667,0.412359,0.049879,0.576322,0.400616,0.016544,0.832038,0.855031,0.19626,0.265418,0.199615,0.460353,0.229174,0.749279,0.515808,0.933424,1 
0.163848,0.160739,0.672398,0.511292,0.339558,0.489009,0.789319,0.927598,0.531053,0.699116,0.270575,0.868071,0.785395,0.340548,0.778421,0.598086,0.78602,0.214383,0.067609,0.667204,1 
0.403121,0.568779,0.907638,0.139596,0.703681,0.289777,0.51332,0.499416,0.715028,0.207693,0.002626,0.236659,0.662518,0.94892,0.405633,0.131706,0.234953,0.728827,0.659543,0.425743,0 
0.670631,0.103459,0.842134,0.389388,0.1024,0.97611,0.619602,0.283354,0.65186,0.089381,0.514695,0.342633,0.220872,0.824162,0.137094,0.209653,0.79277,0.374056,0.960465,0.192048,1 
0.326202,0.267077,0.579162,0.827127,0.001268,0.766015,0.6325,0.497823,0.660647,0.894712,0.745611,0.263847,0.777632,0.709512,0.903314,0.646976,0.178547,0.963528,0.647022,0.840831,0 
0.048733,0.495891,0.364636,0.703223,0.459316,0.518995,0.729468,0.933057,0.766244,0.473801,0.036651,0.034016,0.753549,0.276613,0.784104,0.023655,0.319595,0.590271,0.350009,0.359268,1 
0.838032,0.218565,0.029909,0.2208,0.064478,0.844702,0.013874,0.116301,0.60543,0.113038,0.107872,0.756846,0.517667,0.487777,0.133312,0.28555,0.564436,0.413246,0.974896,0.239237,0 
0.018939,0.047351,0.189282,0.071553,0.676166,0.243186,0.935697,0.672706,0.910884,0.513327,0.74452,0.083758,0.202571,0.427146,0.300994,0.522318,0.537375,0.263568,0.988597,0.911675,0 
0.492662,0.77002,0.410253,0.336873,0.611486,0.562862,0.485425,0.238911,0.882317,0.045441,0.007281,0.702201,0.753633,0.716977,0.736505,0.890615,0.133456,0.398768,0.206945,0.543888,1 
0.25073,0.213846,0.423189,0.458861,0.088366,0.121962,0.541292,0.048956,0.337129,0.433894,0.441235,0.400513,0.464956,0.007384,0.823368,0.726034,0.548134,0.761557,0.090945,0.752083,1 
0.968721,0.737539,0.816994,0.373548,0.946866,0.18001,0.036163,0.856136,0.147205,0.017799,0.9508,0.975463,0.275257,0.681149,0.895412,0.74375,0.662731,0.409146,0.56479,0.794107,1 
0.329968,0.072843,0.578454,0.067585,0.909187,0.067947,0.427719,0.179606,0.113997,0.015502,0.731555,0.730078,0.148654,0.849817,0.513561,0.865471,0.56476,0.369978,0.904732,0.601291,1 
0.593648,0.484573,0.275361,0.769854,0.909438,0.188848,0.30427,0.970964,0.110756,0.779342,0.904731,0.572017,0.948363,0.933088,0.243781,0.629282,0.471465,0.056822,0.3153,0.583533,1 
0.817216,0.746188,0.657098,0.7209,0.325937,0.285754,0.838367,0.683769,0.028839,0.867733,0.286275,0.766748,0.325538,0.610615,0.869068,0.339152,0.845419,0.518477,0.407977,0.498165,1 
0.069887,0.237585,0.951313,0.975789,0.281847,0.838946,0.211546,0.397868,0.804209,0.883797,0.039796,0.224932,0.291017,0.713601,0.192019,0.092307,0.042778,0.246915,0.927346,0.810851,0 
0.93185,0.562591,0.171379,0.989931,0.544223,0.202071,0.075898,0.100625,0.570831,0.433127,0.811323,0.809896,0.314486,0.683189,0.339379,0.585393,0.417836,0.972511,0.730833,0.895738,1 
0.563211,0.455718,0.316776,0.8126,0.947022,0.114845,0.591815,0.458566,0.789341,0.23783,0.323677,0.53875,0.003583,0.563456,0.766106,0.144275,0.42171,0.877086,0.220561,0.122225,1 
0.64712,0.401077,0.447121,0.569336,0.69041,0.539622,0.586118,0.425672,0.032448,0.409787,0.319419,0.71968,0.65471,0.118874,0.973887,0.74752,0.878578,0.932781,0.149474,0.357211,1 
0.563315,0.320879,0.24048,0.552122,0.326691,0.359964,0.910937,0.828483,0.972737,0.133186,0.183692,0.018096,0.237862,0.569427,0.30765,0.920065,0.299575,0.634396,0.978758,0.674352,1 
