salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,class
51747.23129,63555.32156,34,2,13,6,135000,15,133056.6275,0
114718.1694,0,24,4,9,8,135000,24,146384.7487,1
20000,61367.48399,45,1,18,6,135000,27,240650.8867,1
112718.5783,0,38,4,19,6,135000,28,270436.7048,1
30897.15322,34873.05483,72,4,10,0,135000,2,207945.6362,0
129616.183,0,41,4,3,3,135000,7,289595.4826,1
38754.95236,12008.59034,74,3,6,0,135000,3,5772.334623,0
58963.46629,56337.91667,78,3,5,3,135000,12,165005.1541,0
86500.31623,0,61,0,5,1,135000,14,49529.83469,0
103394.9507,0,49,0,14,5,135000,5,127416.0682,0
52845.66073,45420.7168,70,1,5,0,135000,24,357177.8006,0
91742.12205,0,77,1,11,7,135000,24,71035.46418,1
55880.85384,10596.50868,41,4,8,7,135000,4,169038.0079,1
36587.99941,29711.35511,48,4,12,5,135000,26,314971.5015,1
85952.58943,0,22,2,9,3,135000,26,26118.65787,0
86057.95245,0,23,4,0,3,135000,17,294326.3863,0
20836.21319,72692.98095,27,2,17,8,63566.1406,27,82814.37092,1
20000,39042.1752,68,4,2,1,135000,2,408487.6526,1
115857.7281,0,38,3,8,3,135000,26,158440.2177,1
129430.2,0,38,0,19,1,135000,19,412824.7178,1
145891.8245,0,32,3,14,8,135000,14,462858.8306,1
139498.6033,0,58,4,10,8,100503.3099,21,241657.325,1
117869.4485,0,30,4,3,7,135000,18,229051.2014,1
29685.49819,62767.53978,73,2,10,2,135000,24,449378.3326,1
87972.97507,0,25,3,12,2,135000,11,172662.8076,0
25155.34904,61839.4897,62,0,2,1,135000,9,50683.48018,0
63329.07224,41869.75248,30,1,10,8,127498.7539,13,395360.7405,0
59212.87377,66876.27858,24,0,6,1,135000,8,255832.9888,0
135533.3113,0,41,0,17,6,135000,28,224715.7391,1
90418.82357,0,35,2,17,1,135000,26,286321.8535,0
52062.1486,27419.16672,57,3,16,8,107954.8347,29,104701.1957,1
113895.6266,0,22,1,17,4,135000,22,278949.2963,1
119449.1854,0,32,3,13,8,134802.8205,6,381360.9088,1
47368.63742,20991.00884,25,2,8,1,135000,21,139549.7059,1
71508.77464,0,65,1,15,1,135000,13,259787.7393,1
121016.3765,0,45,2,1,6,135000,7,41012.2503,1
75848.11666,70181.75842,67,3,11,7,135000,28,187756.3532,0
149173.6789,0,25,1,17,4,135000,30,234035.9467,1
73075.0299,0,71,2,19,7,135000,7,226710.5121,1
36205.06625,38078.76742,67,2,10,5,135000,18,170684.5315,0
139726.5725,0,76,1,16,6,135000,1,50882.9045,1
51344.34796,26000.2242,20,2,12,6,135000,17,312839.1735,0
127200.8566,0,69,3,0,2,135000,4,143663.1152,1
106852.0474,0,21,4,1,7,135000,18,63636.1931,1
87221.8714,0,43,4,14,7,135000,10,262297.888,0
84156.94657,0,42,3,17,7,113807.7156,19,373568.2075,0
123869.0517,0,67,2,2,0,135000,20,158466.333,1
83815.20756,0,56,2,3,0,135000,3,95809.84174,0
121322.6806,0,47,3,11,6,135000,23,473641.6147,0
115273.3086,0,22,0,12,0,135000,13,337651.5957,1
57498.96713,69602.30068,42,4,15,6,135000,2,239983.1216,1
148479.8945,0,59,4,9,7,135000,25,411304.8545,1
133342.0283,0,25,2,5,5,135000,12,349227.1725,1
126631.9488,0,32,2,8,6,135000,22,267794.6896,1
93730.7655,0,23,2,12,6,135000,9,259886.9545,0
134551.6097,0,32,3,3,1,135000,6,107468.7329,1
75836.70911,0,78,1,6,2,135000,15,337734.9674,1
25990.25484,45444.0947,49,3,12,8,66190.75837,10,235663.3898,1
91526.59937,0,76,0,14,0,135000,9,360760.1844,1
106783.5511,0,33,4,0,1,135000,20,462506.5283,1
50763.65994,19143.84993,32,4,10,2,135000,1,46150.93789,0
38977.26137,68201.37439,50,2,17,4,135000,13,177133.7698,1
93762.78374,0,77,2,5,2,135000,1,213336.3111,1
50105.97332,12676.91717,56,3,7,0,135000,24,328574.1343,1
142216.2402,0,63,4,6,4,135000,27,50591.99532,1
71159.10931,61341.35539,66,2,14,0,135000,4,58184.28118,0
93910.35178,0,32,0,6,0,135000,2,389275.0391,0
102596.1235,0,78,4,12,8,134444.5323,29,44596.21726,1
31055.98665,27142.7471,73,4,8,4,135000,5,77149.35883,0
50455.61996,38169.31165,80,2,11,1,135000,19,289764.0854,0
36707.90959,27811.74586,78,3,7,3,135000,25,267988.5525,0
126439.7368,0,24,2,18,0,135000,15,466900.0964,1
29249.38674,22912.62333,25,3,9,6,135000,20,276817.9178,1
136583.13,0,28,0,13,5,135000,21,177459.6307,1
134109.9115,0,80,0,0,4,135000,6,307413.8469,1
122513.7515,0,46,2,16,5,135000,18,428186.0109,0
94649.69999,0,38,2,2,7,135000,5,131956.796,0
121313.9813,0,55,3,14,7,135000,6,117482.1649,0
133491.7796,0,77,0,12,3,135000,14,423041.5853,1
122887.6847,0,80,3,12,5,135000,8,78669.359,1
104751.2002,0,41,1,15,8,129738.5938,4,0,1
131926.8559,0,31,3,18,6,135000,17,343008.0435,1
115075.8353,0,60,2,18,5,135000,18,53883.96022,0
34238.66267,64314.97078,44,2,8,5,135000,6,146895.1557,1
141580.1927,0,48,0,2,6,135000,2,482842.5035,1
85131.29019,0,60,2,8,5,135000,28,127718.6634,1
104239.1946,0,54,3,4,7,135000,10,192318.8946,0
104539.1338,0,33,4,11,7,123995.097,4,40580.31217,1
102947.7884,0,30,3,6,1,135000,26,443998.4673,1
65706.13148,34684.5585,77,0,10,0,135000,19,150042.9667,0
37787.69467,39910.24319,34,0,3,0,135000,23,278127.4365,1
40287.61346,23731.4539,76,0,14,4,135000,14,468388.8083,0
77725.86746,50712.57109,22,0,12,5,135000,23,275654.2068,0
127649.3917,0,66,4,9,4,135000,23,323284.431,1
62559.8931,43495.46683,53,2,10,6,135000,7,188073.5603,1
89522.03088,0,43,3,5,2,135000,10,64220.53092,0
88677.45587,0,46,2,14,3,135000,4,478595.7157,0
82599.18721,0,57,1,0,8,135000,6,92367.53663,0
42593.13058,64577.97037,77,3,15,6,135000,29,61417.86908,0
54990.27208,44626.47961,58,0,13,3,135000,8,349987.0132,0
136197.2484,0,69,1,18,2,135000,4,500000,1
29520.11448,35846.07019,63,2,8,3,135000,11,37600.26025,0
103083.3146,0,26,3,6,1,135000,3,430600.8701,1
114006.872,0,80,3,5,3,135000,10,417040.0138,1
133572.1389,0,64,0,4,7,135000,24,84931.12347,1
31200.15664,65398.19506,34,4,1,8,65182.65744,15,419408.5778,1
139756.2921,0,69,0,17,3,135000,26,477562.2868,1
144604.8955,0,53,1,19,4,135000,26,436443.948,1
34269.11681,26525.30634,55,1,17,2,135000,29,400529.7311,1
84598.81298,0,56,1,6,5,135000,22,142680.1248,0
88603.76435,0,78,4,14,3,135000,15,410280.433,1
126423.5343,0,32,1,15,3,135000,30,70593.93146,1
23668.62363,17577.0678,38,2,17,5,135000,22,235605.7346,1
57606.76069,29404.83934,59,0,5,2,135000,6,407359.5148,0
74278.6386,46402.06654,75,1,6,8,72848.45872,25,351240.2559,0
86644.38664,0,67,2,9,2,135000,14,304896.6561,1
85267.64405,0,20,4,15,0,135000,13,234822.0325,0
29283.29753,33312.29767,45,4,13,1,135000,22,141377.9127,1
135133.8455,0,79,3,1,7,135000,9,206960.8546,1
20174.42799,56138.46338,53,0,9,5,135000,21,192954.1011,1
45799.23092,40608.27133,66,4,0,8,88483.71487,16,297346.7489,0
110290.0696,0,51,1,8,6,135000,13,107236.7055,0
55960.85253,44465.48115,51,4,5,1,135000,10,322118.9766,1
117014.1819,0,47,0,18,4,135000,13,346133.9408,0
99503.35893,0,48,3,18,4,135000,10,3750.308334,0
47756.19341,27933.72691,67,2,18,4,135000,27,415244.4896,0
27386.11745,64553.78121,44,2,13,6,135000,27,149120.7151,1
29936.95021,40237.9571,42,3,2,7,135000,23,256419.2367,1
129054.7441,0,77,2,12,4,135000,11,10512.80682,1
24363.23609,54962.80294,39,3,13,6,135000,6,43362.82629,1
120677.9048,0,30,0,2,3,135000,18,329119.6945,1
48268.48255,44945.99554,43,1,9,2,135000,6,191290.9254,1
75298.5713,0,74,3,11,1,135000,22,452748.8892,1
112426.1123,0,76,4,17,0,135000,14,37415.52182,1
99283.61218,0,36,4,3,1,135000,29,305610.7142,0
73865.50535,23306.3893,80,1,14,6,135000,21,218162.7735,0
110453.8039,0,39,2,13,6,135000,24,303197.4776,1
99230.86824,0,28,0,19,7,135000,18,234368.8888,1
20000,69962.77042,71,0,4,1,135000,26,262688.7954,1
131961.8822,0,80,4,12,0,135000,11,147148.2608,1
55505.02043,75000,68,1,10,3,135000,26,290667.295,0
49309.35243,17211.27889,64,0,13,6,135000,27,50755.51788,0
25127.52582,30327.32503,62,0,16,7,135000,30,425822.5008,0
140640.8436,0,37,4,19,0,135000,1,344083.1227,1
79380.78527,0,37,0,10,0,135000,1,263533.2679,0
141966.1196,0,42,4,14,1,135000,16,406209.287,1
150000,0,59,1,3,7,135000,20,219628.2077,1
24233.53802,54911.43731,58,1,0,4,135000,27,229467.1611,0
76005.3305,14894.51454,24,0,17,7,135000,5,120493.9027,0
130694.4444,0,24,2,1,3,135000,20,234581.275,1
148498.2721,0,65,2,13,7,135000,18,225924.7871,1
39905.70106,35548.57934,21,3,0,6,135000,3,76416.35037,1
120259.6597,0,22,4,3,8,109234.8336,27,193151.4472,1
56151.45559,35456.40118,45,3,6,1,135000,11,23020.6873,1
140839.1752,0,39,4,14,2,135000,11,189010.2265,1
143434.4539,0,71,3,17,7,135000,3,309257.5166,1
67240.52127,11117.84427,36,0,0,0,135000,30,442848.0753,0
123681.5782,0,42,1,7,4,135000,11,207143.7902,1
22098.0644,46246.74615,52,4,13,1,135000,10,437086.0462,1
83543.39343,0,47,4,15,3,135000,23,230886.4422,0
104310.2725,0,67,2,13,3,135000,4,88225.97293,1
62554.182,65924.26645,40,4,5,2,135000,12,473518.8428,1
138028.0397,0,63,2,13,3,135000,25,460380.4122,1
25011.71922,26769.83363,30,1,17,5,135000,25,0,1
119096.0004,0,34,3,16,1,135000,24,116514.8822,1
147325.555,0,52,2,10,3,135000,30,390219.5195,1
83348.11977,0,55,2,6,6,135000,14,290216.197,0
144534.3182,0,34,4,19,7,135000,13,427424.3802,1
123279.2778,0,75,2,14,6,135000,4,442500.8716,1
39977.95178,37473.07298,23,0,10,1,135000,12,124132.9985,1
135419.3749,0,63,0,14,8,62541.42049,24,478622.0999,1
111831.5485,0,51,4,3,7,135000,9,77981.34297,0
138358.2341,0,70,2,14,4,135000,18,264734.6732,1
26767.72172,35430.18361,21,3,13,8,64240.54741,30,145175.2966,1
20000,13094.01304,72,0,2,7,135000,18,226515.0546,1
128316.0995,0,27,1,19,5,135000,12,80298.12389,1
105434.6488,0,29,3,18,1,135000,2,376016.7026,1
140343.9308,0,69,1,2,6,135000,13,369648.8882,1
63479.48849,55037.24545,67,0,16,2,135000,23,409480.1734,0
100916.4825,0,67,4,12,8,118096.7041,24,182771.3278,1
84556.59414,0,28,1,4,7,135000,6,66105.02015,0
145920.2405,0,38,0,14,3,135000,2,28076.60564,1
107052.9916,0,53,4,17,1,135000,24,486023.6411,0
94975.87606,0,49,2,15,8,82740.19811,19,143011.0929,0
138640.953,0,27,3,11,0,135000,27,129887.0475,1
117379.0758,0,67,4,13,5,135000,18,106594.8692,1
29716.82156,27267.54002,77,3,0,1,135000,23,319303.5784,0
62226.81022,33455.28206,69,0,2,8,54982.6531,4,298122.2545,0
88034.12915,0,68,3,19,5,135000,23,222669.7748,1
123058.925,0,28,3,12,4,135000,22,414361.7061,1
121766.5647,0,77,2,14,0,135000,23,306178.0851,1
96316.95714,0,22,2,16,2,135000,2,232929.133,0
82749.47216,0,80,4,14,7,135000,24,99459.19219,1
69959.64455,0,44,2,19,2,135000,30,363282.6854,0
118295.5089,0,80,0,7,5,135000,27,319288.784,1
66122.26908,54794.68666,71,4,1,3,135000,21,278542.7132,0
27583.02346,40553.6041,24,4,7,0,135000,4,94028.04997,1
50429.7356,66784.16624,29,2,16,5,135000,5,498511.0156,1
133891.8611,0,76,1,14,7,135000,15,96135.03419,1
142714.0389,0,76,1,7,8,135000,8,356103.7073,1
86272.31448,0,74,4,11,8,130127.4146,27,421286.4991,1
45096.40889,56605.88035,24,3,19,7,135000,28,373619.6654,1
117484.7007,0,40,4,12,7,135000,23,141416.8862,1
50105.32739,46160.13581,69,2,4,8,87675.19404,7,354478.3871,0
132257.9013,0,29,4,8,3,135000,4,0,1
92332.52084,0,75,0,15,1,135000,17,267275.5349,1
52922.49306,70067.48107,32,3,1,5,135000,15,24543.5031,0
70405.07267,38181.13556,74,3,10,8,74902.49361,7,121486.3561,0
26941.79045,57022.17722,65,3,12,2,135000,20,297976.6209,0
123761.9225,0,51,3,11,4,135000,8,95535.38329,0
121181.2934,0,74,2,6,7,135000,23,109117.8704,1
48572.6906,41824.89736,26,1,13,2,135000,26,148598.676,0
122844.4007,0,50,2,8,1,135000,9,316092.8463,1
121654.9666,0,33,1,15,0,135000,25,282669.9683,1
144850.9087,0,74,0,8,4,135000,22,413946.1436,1
30059.16004,66427.87368,45,3,15,8,53244.28865,5,134882.0662,1
69315.6348,54127.09817,72,2,7,7,122853.1784,23,460866.4724,0
87213.24543,0,47,4,15,8,69768.91558,20,270503.3815,0
116619.6227,0,46,0,14,6,135000,2,363129.8985,0
140689.9939,0,37,4,14,1,135000,6,464102.5485,1
48471.13626,24144.61196,53,4,12,4,135000,8,273726.847,1
111371.6335,0,49,0,9,3,135000,24,420222.5215,0
118069.5586,0,62,1,1,6,135000,12,487667.1567,1
111172.7354,0,37,3,0,0,135000,13,137867.1999,0
33649.74966,30441.06379,62,2,1,5,135000,9,147828.3359,0
125326.8106,0,21,1,17,7,135000,30,323611.9145,1
120273.8332,0,60,0,9,1,135000,10,386941.8666,1
62506.65966,53896.92063,71,1,16,3,135000,10,297339.4866,0
96556.16902,0,65,1,6,2,135000,23,438887.5198,1
117965.2897,0,30,4,16,2,135000,21,70798.5849,1
111817.0174,0,55,3,1,8,76049.26266,1,273169.6121,0
149430.0953,0,30,1,19,2,135000,25,162839.3666,1
150000,0,51,0,0,8,115473.9328,13,296040.6156,1
120022.7237,0,48,3,9,1,135000,28,186300.5652,0
20000,73812.98779,72,4,13,6,135000,17,348453.3022,1
125331.1935,0,29,0,6,2,135000,23,226681.9693,1
115614.4727,0,69,1,8,3,135000,2,88211.80304,1
20000,12678.85841,77,4,11,8,78627.0383,22,72313.2777,1
20000,49417.13147,30,4,5,2,135000,6,135909.5175,1
140417.8281,0,72,4,6,8,98727.27697,24,258852.4073,1
34505.75613,74178.20162,30,4,5,6,135000,6,127623.2822,1
110501.6785,0,30,1,15,5,135000,22,355400.9812,1
60235.38157,31933.96812,72,0,5,1,135000,26,219389.5835,0
89705.03693,0,55,2,9,3,135000,19,57690.35288,0
34453.53426,12305.51962,25,2,10,0,135000,18,221908.5694,1
32483.90114,50173.3447,52,0,4,8,64195.82678,1,282002.6088,1
56437.34689,21001.08588,37,2,6,8,117214.0888,20,160194.2998,0
133981.4338,0,73,2,12,1,135000,11,245357.2678,1
20199.62876,71004.83671,75,1,18,4,135000,6,23547.67324,0
125195.1943,0,33,3,6,8,90004.07393,18,117255.7745,1
136154.9625,0,37,4,4,5,135000,19,355554.1821,1
130944.5547,0,66,4,13,2,135000,27,396391.0336,1
83106.59444,0,67,1,1,0,135000,14,127104.6517,1
137480.2207,0,61,4,6,5,135000,7,440724.1786,1
140028.1456,0,71,1,19,3,135000,6,81013.11698,1
30893.98437,54701.41359,46,3,19,2,135000,25,156894.9611,1
83130.69437,0,70,4,3,1,135000,9,287531.6609,1
104615.2025,0,54,0,17,0,135000,13,199035.454,0
132407.3932,0,27,2,5,0,135000,16,217724.7535,1
116293.409,0,70,3,0,3,135000,4,497808.3171,1
27712.24129,12702.75509,54,2,6,0,135000,29,145150.3906,1
55657.97255,73554.17456,47,4,17,8,59326.58441,3,423817.357,1
68268.56757,34941.98815,71,1,2,3,135000,5,285611.5695,0
131260.1854,0,51,1,12,1,135000,5,225814.6543,1
34655.15541,20685.74436,46,2,4,2,135000,22,362078.9657,1
90401.5464,0,29,2,12,7,135000,30,475632.7895,0
90761.62732,0,31,2,0,6,135000,13,381218.2539,0
140705.078,0,36,3,12,5,135000,18,482250.5108,1
83032.25301,0,26,3,13,0,135000,18,43778.63342,0
127931.3527,0,73,3,8,5,135000,25,121502.6565,1
110826.9637,0,30,2,14,0,135000,18,53268.19602,1
84769.56924,0,44,3,3,6,135000,11,125844.7586,0
89015.87284,0,35,2,13,3,135000,10,458673.2873,0
132887.2221,0,41,4,15,5,135000,25,125234.4177,1
143208.0409,0,75,1,13,7,135000,19,321466.6039,1
70892.05176,44645.85785,67,0,12,8,103973.7314,11,54049.13757,0
97945.91445,0,42,0,6,3,135000,8,477469.9846,0
24691.26004,51172.94839,29,2,11,0,135000,30,199701.4297,1
121834.1994,0,65,4,5,2,135000,5,416315.2373,1
116355.7912,0,72,0,12,0,135000,22,389020.3193,1
104212.2857,0,27,1,15,4,135000,12,138742.7796,1
33399.28609,61601.64086,76,0,3,6,135000,14,364490.1378,0
29322.50045,31101.95673,78,0,4,0,135000,12,192350.8671,1
60181.53429,53852.49528,30,4,4,6,135000,21,356287.5805,0
27018.30162,63353.78561,24,3,16,8,57389.92746,15,353411.104,1
150000,0,68,4,1,6,135000,26,330543.578,1
149190.6374,0,57,1,4,6,135000,25,11561.23507,1
79704.76862,0,64,4,11,7,135000,20,384052.0604,1
96885.28162,0,72,3,6,8,66442.35184,23,477803.6042,1
74453.67474,0,51,0,11,1,135000,11,427936.0341,0
97314.33668,0,58,2,5,1,135000,5,129072.9314,0
145673.0035,0,72,0,18,8,133433.4654,17,188584.6146,1
132738.4712,0,38,3,16,0,135000,16,450278.0942,1
39191.98118,39334.61886,73,0,19,5,135000,30,297414.2924,0
118408.2106,0,36,1,16,6,135000,30,77622.93759,1
132477.5332,0,78,1,1,3,135000,24,420492.0327,1
37044.40473,51228.42267,38,0,2,8,111291.1923,28,379212.5919,1
97164.44742,0,29,3,8,7,135000,24,237011.4222,1
119245.8658,0,57,0,1,4,135000,10,482194.8016,0
124691.0498,0,37,1,8,7,135000,29,378402.2828,1
144061.637,0,42,4,19,6,135000,14,39319.17568,1
150000,0,26,2,0,2,135000,8,380186.095,1
71139.71206,12518.90671,39,2,19,5,135000,27,267961.2813,0
72471.60079,64964.83339,80,0,9,0,135000,30,433299.9992,0
37929.71579,44069.2544,26,4,5,4,135000,26,500000,1
71509.41173,46126.44276,72,4,3,3,135000,16,414929.7839,0
53146.32192,16940.5021,25,1,7,1,135000,18,433470.707,1
90908.24363,0,71,2,6,5,135000,18,353767.0073,1
20654.284,19313.85539,71,2,10,0,135000,19,6564.939552,1
88536.28203,0,63,2,9,4,135000,16,31724.33559,1
117140.4365,0,54,1,15,2,135000,17,7768.390802,0
35844.06692,34121.39466,52,0,19,7,135000,11,464497.6402,1
32510.35566,19636.64628,48,0,16,3,135000,6,180700.6287,1
35440.97352,19479.57312,47,3,11,3,135000,26,320448.6117,1
102913.4277,0,76,1,9,3,135000,11,160759.8993,1
109058.5036,0,70,1,1,7,135000,11,318863.328,1
88395.0832,0,27,2,4,6,135000,28,414136.0561,0
149841.5634,0,64,4,3,8,62468.44835,26,394877.1126,1
111446.1486,0,27,4,16,8,135000,10,109545.0591,1
137468.6232,0,25,2,16,0,135000,25,489253.3026,1
148220.3739,0,49,4,9,6,135000,1,0,1
74860.78346,55090.67021,78,3,8,5,135000,26,182351.1039,0
70944.79568,34677.16349,58,3,15,1,135000,17,108377.4177,1
78212.23396,0,68,3,7,8,67588.85891,15,67750.97094,1
39392.10165,33713.64888,52,1,1,1,135000,21,156930.5148,1
95064.24896,0,21,0,9,6,135000,26,178435.2794,0
30875.17866,34264.26632,80,2,5,2,135000,8,45821.91193,0
50672.18974,29623.03276,39,3,3,2,135000,4,421674.4243,1
26684.51066,45359.93774,40,0,11,7,135000,6,449788.3832,1
85790.59188,0,69,1,8,0,135000,6,478984.6348,1
139125.849,0,53,4,0,1,135000,3,308718.2056,1
80606.9769,0,25,3,12,8,58705.28081,6,235757.316,0
114878.8095,0,42,1,18,0,135000,16,99665.21749,0
42622.18271,21937.46077,45,4,4,1,135000,23,126779.6799,1
40179.74947,29690.24976,79,2,10,5,135000,17,133076.7387,0
69625.61007,59844.14983,24,4,10,5,135000,13,0,0
139290.1219,0,63,3,14,3,135000,8,456155.9109,1
109690.2912,0,29,1,2,2,135000,17,466842.3929,1
45581.71191,72461.89146,37,2,16,1,135000,24,269607.8192,0
71063.54965,28205.22152,54,3,10,3,135000,20,328904.6482,1
35030.21042,33552.22013,35,1,3,8,135000,9,182006.7119,1
114383.2013,0,70,2,16,1,135000,3,295710.0861,1
149532.3599,0,77,3,6,5,135000,15,250720.6329,1
28439.22745,38468.02502,80,4,10,5,135000,30,470920.3138,0
37174.69869,61026.32797,49,3,17,3,135000,29,394082.6163,1
104326.509,0,39,0,9,3,135000,23,132622.7695,0
61227.72043,44453.54277,43,3,8,2,135000,1,243268.8223,1
43984.27785,16682.2375,44,0,8,4,135000,12,281420.616,1
117344.3454,0,47,2,8,7,135000,10,429907.9279,0
41589.95063,49414.80289,62,0,18,8,108375.3229,7,80943.22538,0
49003.1472,30110.98482,46,1,10,1,135000,27,263584.6618,1
127992.9629,0,25,1,6,5,135000,23,57682.82536,1
79249.62194,0,41,2,2,7,108047.18,12,171020.9621,0
91451.58721,0,68,3,5,0,135000,29,313229.9528,1
100718.6698,0,26,3,11,5,135000,16,337867.0765,0
150000,0,30,1,18,2,135000,6,251967.7435,1
90330.70097,0,44,4,8,4,135000,28,385376.715,0
47995.72393,20693.91779,69,0,13,4,135000,26,467185.8477,0
127609.2631,0,32,2,5,1,135000,25,143259.4831,1
37669.54486,68993.13908,61,3,1,0,135000,14,483206.5772,1
122320.9287,0,52,3,7,4,135000,5,203796.3889,0
76717.67751,62885.14262,52,1,9,3,135000,14,21056.84783,1
122109.9418,0,55,1,18,2,135000,22,48224.7133,0
76569.79064,0,48,2,2,7,135000,24,76589.93542,0
142338.8834,0,42,2,11,0,135000,30,488379.3737,1
52524.43396,36085.86196,65,3,10,4,135000,29,352681.0873,0
129017.3508,0,59,3,10,7,135000,21,28093.00803,1
26695.73943,62697.88433,68,4,6,3,135000,26,364393.3579,0
102648.3628,0,24,3,8,3,135000,19,128241.7321,0
117233.5376,0,76,2,1,4,135000,29,162697.5671,1
119023.3213,0,35,3,19,1,135000,6,120870.2387,1
50287.50808,23341.94324,54,1,5,0,135000,25,448535.0628,1
90690.79162,0,57,2,4,5,135000,15,83007.70663,0
80634.47738,0,22,3,4,3,135000,8,105447.7607,0
139817.5511,0,53,1,13,4,135000,29,390873.7559,1
64714.41319,38967.1264,39,4,9,3,135000,1,390061.4141,1
76485.40667,0,75,4,18,0,135000,12,184498.929,1
58146.32559,36650.88805,31,3,14,3,135000,21,161167.3384,0
47035.77783,40080.40977,46,2,19,8,82111.08459,23,83990.13777,1
144484.8484,0,28,2,3,0,135000,12,162980.2178,1
47802.61263,73411.99782,38,0,10,1,135000,27,423033.5229,1
85203.53303,0,48,0,16,5,135000,30,343909.8312,0
39877.27026,61477.81111,76,4,14,7,135000,6,129953.3214,0
135310.3653,0,34,2,0,2,135000,16,481955.0857,1
113199.884,0,29,3,14,7,135000,19,122332.3102,1
82202.79501,0,53,4,15,3,135000,2,335846.6619,0
57688.88292,43939.70027,47,0,7,4,135000,27,20252.87022,1
87444.88234,0,48,4,13,8,71646.83197,6,55933.90502,0
130924.764,0,69,1,2,4,135000,30,16181.52772,1
74218.22821,72696.18474,45,3,15,1,135000,5,239260.9638,1
138431.4504,0,73,1,5,8,88569.17002,3,457461.3578,1
140901.2596,0,47,4,11,8,135000,20,496290.4383,1
38817.73485,47154.92518,75,4,3,1,135000,22,104558.5924,0
26766.37203,55764.4362,72,1,2,5,135000,18,271813.2956,0
24663.04148,62716.96558,20,2,2,5,135000,15,418210.0068,1
79327.96016,0,76,3,5,3,135000,6,489619.3616,1
130212.4507,0,27,2,5,3,135000,14,48470.50271,1
135079.2796,0,43,3,2,7,135000,13,73047.14454,1
69270.89377,28021.60173,77,4,2,3,135000,5,442883.5981,0
138772.0155,0,36,2,1,3,135000,11,54723.58128,1
32048.41908,32026.48746,57,4,5,6,135000,22,21807.22247,1
99550.47342,0,60,1,8,6,135000,3,247098.7307,1
69392.50326,36645.3001,57,0,4,6,135000,14,500000,1
94707.53631,0,21,1,9,6,135000,29,500000,0
41210.24807,39018.96752,40,2,8,7,135000,29,73868.20449,1
49798.9241,53079.314,59,1,1,1,135000,9,17807.35088,0
136898.5605,0,29,2,12,4,135000,6,256034.4892,1
48284.49708,66575.36789,70,1,11,5,135000,17,328210.831,0
130000.7752,0,35,3,8,6,135000,18,126597.7041,1
55553.59723,34396.03145,28,0,3,2,135000,22,121924.942,0
114978.8989,0,25,4,7,2,135000,18,346564.1531,1
96218.04878,0,52,3,13,7,99735.74508,23,465131.961,0
66301.34135,72453.62128,21,2,6,0,135000,29,408597.9429,0
61231.5907,64756.13362,61,1,0,7,135000,30,104353.1593,0
31272.35174,23296.88646,28,0,5,3,135000,14,71824.50189,1
38439.86956,71730.9914,39,4,4,3,135000,23,95037.3255,1
101188.1629,0,55,3,12,2,135000,4,311266.4498,0
99438.3588,0,76,1,18,3,135000,17,191966.6549,1
109235.7615,0,37,3,3,7,132890.1621,28,455218.6168,1
113211.9223,0,28,4,14,3,135000,6,6175.49014,1
75405.36378,0,22,1,15,0,135000,15,116297.1708,0
87807.31752,0,55,2,3,1,135000,1,90649.26736,0
82193.01245,0,76,3,7,4,135000,7,296924.7203,1
113751.7122,0,41,4,4,0,135000,20,138963.0186,0
50921.34333,59446.29479,76,0,7,5,135000,18,444457.0218,0
57436.65182,62949.16235,33,3,18,0,135000,4,318523.1616,0
139870.165,0,68,0,7,8,55796.86957,23,252140.9357,1
89554.29267,0,25,1,11,8,135000,19,206223.7422,0
22415.44173,63895.8988,77,2,6,1,135000,29,454222.9994,1
138429.2306,0,43,3,5,3,135000,6,308103.5002,1
76467.73197,0,42,3,11,6,135000,29,393752.2038,0
127633.2808,0,44,4,6,7,107374.417,1,439051.0202,1
20000,25263.37069,74,2,3,3,135000,30,331216.3628,1
41378.73396,21844.45394,68,4,9,5,135000,5,201578.5966,0
74669.6457,61364.0645,64,2,0,8,88109.73952,14,485174.2899,0
102613.8909,0,70,1,8,3,135000,23,362621.5848,1
38896.20175,40358.05805,62,1,4,8,74033.42697,21,232144.7254,0
136331.8986,0,42,4,11,1,135000,15,107877.2041,1
125190.352,0,52,4,16,8,129367.9676,27,450077.2636,1
129945.2237,0,55,2,2,8,108738.0009,1,120841.9613,1
31099.11949,12233.39771,70,2,10,0,135000,17,260852.3655,0
115655.8502,0,75,0,7,1,135000,26,125641.0332,1
61473.83886,73786.32579,36,3,15,3,135000,1,440094.5031,0
129421.8136,0,26,1,4,7,135000,22,175265.2569,1
41603.41752,25648.69575,35,4,18,0,135000,22,433497.2835,1
80437.88954,0,23,2,12,1,135000,11,102180.807,0
84799.64484,0,60,3,1,5,135000,8,235361.6216,1
113982.8287,0,47,1,0,1,135000,11,274246.873,0
42277.67463,34760.35496,22,2,13,4,135000,4,214315.4035,1
36573.53269,57914.76528,44,3,10,3,135000,24,419220.9633,1
81715.10852,0,47,0,9,4,135000,9,244834.7136,0
95987.48727,0,38,0,9,3,135000,14,381233.4253,0
81976.75548,0,42,0,19,2,135000,24,417942.7358,0
68253.20532,13786.11534,67,4,11,5,135000,19,267953.9464,0
119385.694,0,30,1,17,0,135000,8,103374.1253,1
61993.33291,28573.08146,65,1,17,0,135000,24,302388.5618,0
